067d6428-d42e-47fa-b427-1213737105ae,2a675b2c-7c43-4cdf-bfd5-f8f6c6408c67,524819
2d12e2e9-60ee-4e1a-8b00-2bc9bf18785f,5805b597-f154-4674-a340-6b1d96b66c41,255128
d252d01a-6083-4c3d-914c-8e0bf292ede4,f131bc8d-7762-4cae-968c-25190234735a,488396
5426bfd8-08f8-4631-9017-701732b8a0ed,a2d2a663-c94b-430a-8ca8-d1442051a510,72129
067d6428-d42e-47fa-b427-1213737105ae,5974edae-2eae-47a2-921e-ced9d610b5a7,354548
a46b603e-5bdc-4617-a896-11b2ce319f73,b920aeec-8462-4077-a9ae-70fd9ccc0e70,238253
5426bfd8-08f8-4631-9017-701732b8a0ed,ed86f05e-c45c-48be-9e1c-29740cba94de,387475
50358b49-1615-4a47-a90e-4b40d83fcb55,5974edae-2eae-47a2-921e-ced9d610b5a7,611066
196fcfbd-d42d-4094-82f5-6ab8214a4ed2,f131bc8d-7762-4cae-968c-25190234735a,850230
a2d2a663-c94b-430a-8ca8-d1442051a510,1ea4f5fb-de33-4de9-98ea-0c44f2e5b921,764371
d252d01a-6083-4c3d-914c-8e0bf292ede4,1ea4f5fb-de33-4de9-98ea-0c44f2e5b921,825430
f131bc8d-7762-4cae-968c-25190234735a,5974edae-2eae-47a2-921e-ced9d610b5a7,345507
9486c3d9-c6bc-48e6-9494-78e897215372,067d6428-d42e-47fa-b427-1213737105ae,499600
2d12e2e9-60ee-4e1a-8b00-2bc9bf18785f,f131bc8d-7762-4cae-968c-25190234735a,437137
5805b597-f154-4674-a340-6b1d96b66c41,d252d01a-6083-4c3d-914c-8e0bf292ede4,346254
ed86f05e-c45c-48be-9e1c-29740cba94de,5974edae-2eae-47a2-921e-ced9d610b5a7,161726
d252d01a-6083-4c3d-914c-8e0bf292ede4,9d65493d-0129-4a0e-a79f-498615f58e5f,195045
196fcfbd-d42d-4094-82f5-6ab8214a4ed2,067d6428-d42e-47fa-b427-1213737105ae,231102
067d6428-d42e-47fa-b427-1213737105ae,5805b597-f154-4674-a340-6b1d96b66c41,311338
5974edae-2eae-47a2-921e-ced9d610b5a7,324263de-65b8-4102-bb21-f41f12a915d7,538259
067d6428-d42e-47fa-b427-1213737105ae,d252d01a-6083-4c3d-914c-8e0bf292ede4,104991
196fcfbd-d42d-4094-82f5-6ab8214a4ed2,5426bfd8-08f8-4631-9017-701732b8a0ed,849875
b54eb810-198e-401f-9f6b-98016cd3d1cc,324263de-65b8-4102-bb21-f41f12a915d7,525683
324263de-65b8-4102-bb21-f41f12a915d7,d252d01a-6083-4c3d-914c-8e0bf292ede4,778062
d252d01a-6083-4c3d-914c-8e0bf292ede4,50358b49-1615-4a47-a90e-4b40d83fcb55,55652
9486c3d9-c6bc-48e6-9494-78e897215372,a46b603e-5bdc-4617-a896-11b2ce319f73,774229
324263de-65b8-4102-bb21-f41f12a915d7,196fcfbd-d42d-4094-82f5-6ab8214a4ed2,159256
5426bfd8-08f8-4631-9017-701732b8a0ed,2d12e2e9-60ee-4e1a-8b00-2bc9bf18785f,735353
ed86f05e-c45c-48be-9e1c-29740cba94de,067d6428-d42e-47fa-b427-1213737105ae,87082
324263de-65b8-4102-bb21-f41f12a915d7,50358b49-1615-4a47-a90e-4b40d83fcb55,374692
a46b603e-5bdc-4617-a896-11b2ce319f73,5426bfd8-08f8-4631-9017-701732b8a0ed,393612
067d6428-d42e-47fa-b427-1213737105ae,9d65493d-0129-4a0e-a79f-498615f58e5f,247775
9486c3d9-c6bc-48e6-9494-78e897215372,324263de-65b8-4102-bb21-f41f12a915d7,484014
067d6428-d42e-47fa-b427-1213737105ae,324263de-65b8-4102-bb21-f41f12a915d7,318187
a46b603e-5bdc-4617-a896-11b2ce319f73,324263de-65b8-4102-bb21-f41f12a915d7,176595
ed86f05e-c45c-48be-9e1c-29740cba94de,9d87346d-9c9d-48c7-bcc3-17cf0aac2c77,393413
a2d2a663-c94b-430a-8ca8-d1442051a510,9486c3d9-c6bc-48e6-9494-78e897215372,116042
5805b597-f154-4674-a340-6b1d96b66c41,9486c3d9-c6bc-48e6-9494-78e897215372,511021
5805b597-f154-4674-a340-6b1d96b66c41,9d87346d-9c9d-48c7-bcc3-17cf0aac2c77,846949
ed86f05e-c45c-48be-9e1c-29740cba94de,9d65493d-0129-4a0e-a79f-498615f58e5f,597326
ed86f05e-c45c-48be-9e1c-29740cba94de,a46b603e-5bdc-4617-a896-11b2ce319f73,23853
b54eb810-198e-401f-9f6b-98016cd3d1cc,067d6428-d42e-47fa-b427-1213737105ae,216752
2d12e2e9-60ee-4e1a-8b00-2bc9bf18785f,ed86f05e-c45c-48be-9e1c-29740cba94de,729586
d252d01a-6083-4c3d-914c-8e0bf292ede4,9d65493d-0129-4a0e-a79f-498615f58e5f,414195
324263de-65b8-4102-bb21-f41f12a915d7,1ea4f5fb-de33-4de9-98ea-0c44f2e5b921,471019
5426bfd8-08f8-4631-9017-701732b8a0ed,9d65493d-0129-4a0e-a79f-498615f58e5f,390544
9d87346d-9c9d-48c7-bcc3-17cf0aac2c77,324263de-65b8-4102-bb21-f41f12a915d7,616459
1ea4f5fb-de33-4de9-98ea-0c44f2e5b921,5974edae-2eae-47a2-921e-ced9d610b5a7,385956
d252d01a-6083-4c3d-914c-8e0bf292ede4,a2d2a663-c94b-430a-8ca8-d1442051a510,702653
b920aeec-8462-4077-a9ae-70fd9ccc0e70,5426bfd8-08f8-4631-9017-701732b8a0ed,135723
b54eb810-198e-401f-9f6b-98016cd3d1cc,b54eb810-198e-401f-9f6b-98016cd3d1cc,491818
2d12e2e9-60ee-4e1a-8b00-2bc9bf18785f,b54eb810-198e-401f-9f6b-98016cd3d1cc,584967
324263de-65b8-4102-bb21-f41f12a915d7,067d6428-d42e-47fa-b427-1213737105ae,216075
